video_id,class,frame,Face_LM_0_x,Face_LM_0_y,Face_LM_0_z,Face_LM_1_x,Face_LM_1_y,Face_LM_1_z,Face_LM_2_x,Face_LM_2_y,Face_LM_2_z,Face_LM_3_x,Face_LM_3_y,Face_LM_3_z,Face_LM_4_x,Face_LM_4_y,Face_LM_4_z,Face_LM_5_x,Face_LM_5_y,Face_LM_5_z,Face_LM_6_x,Face_LM_6_y,Face_LM_6_z,Face_LM_7_x,Face_LM_7_y,Face_LM_7_z,Face_LM_8_x,Face_LM_8_y,Face_LM_8_z,Face_LM_9_x,Face_LM_9_y,Face_LM_9_z,Face_LM_10_x,Face_LM_10_y,Face_LM_10_z,Shoulder_LM_11_x,Shoulder_LM_11_y,Shoulder_LM_11_z,Shoulder_LM_12_x,Shoulder_LM_12_y,Shoulder_LM_12_z,LH_LM_0_x,LH_LM_0_y,LH_LM_0_z,LH_LM_1_x,LH_LM_1_y,LH_LM_1_z,LH_LM_2_x,LH_LM_2_y,LH_LM_2_z,LH_LM_3_x,LH_LM_3_y,LH_LM_3_z,LH_LM_4_x,LH_LM_4_y,LH_LM_4_z,LH_LM_5_x,LH_LM_5_y,LH_LM_5_z,LH_LM_6_x,LH_LM_6_y,LH_LM_6_z,LH_LM_7_x,LH_LM_7_y,LH_LM_7_z,LH_LM_8_x,LH_LM_8_y,LH_LM_8_z,LH_LM_9_x,LH_LM_9_y,LH_LM_9_z,LH_LM_10_x,LH_LM_10_y,LH_LM_10_z,LH_LM_11_x,LH_LM_11_y,LH_LM_11_z,LH_LM_12_x,LH_LM_12_y,LH_LM_12_z,LH_LM_13_x,LH_LM_13_y,LH_LM_13_z,LH_LM_14_x,LH_LM_14_y,LH_LM_14_z,LH_LM_15_x,LH_LM_15_y,LH_LM_15_z,LH_LM_16_x,LH_LM_16_y,LH_LM_16_z,LH_LM_17_x,LH_LM_17_y,LH_LM_17_z,LH_LM_18_x,LH_LM_18_y,LH_LM_18_z,LH_LM_19_x,LH_LM_19_y,LH_LM_19_z,LH_LM_20_x,LH_LM_20_y,LH_LM_20_z,RH_LM_0_x,RH_LM_0_y,RH_LM_0_z,RH_LM_1_x,RH_LM_1_y,RH_LM_1_z,RH_LM_2_x,RH_LM_2_y,RH_LM_2_z,RH_LM_3_x,RH_LM_3_y,RH_LM_3_z,RH_LM_4_x,RH_LM_4_y,RH_LM_4_z,RH_LM_5_x,RH_LM_5_y,RH_LM_5_z,RH_LM_6_x,RH_LM_6_y,RH_LM_6_z,RH_LM_7_x,RH_LM_7_y,RH_LM_7_z,RH_LM_8_x,RH_LM_8_y,RH_LM_8_z,RH_LM_9_x,RH_LM_9_y,RH_LM_9_z,RH_LM_10_x,RH_LM_10_y,RH_LM_10_z,RH_LM_11_x,RH_LM_11_y,RH_LM_11_z,RH_LM_12_x,RH_LM_12_y,RH_LM_12_z,RH_LM_13_x,RH_LM_13_y,RH_LM_13_z,RH_LM_14_x,RH_LM_14_y,RH_LM_14_z,RH_LM_15_x,RH_LM_15_y,RH_LM_15_z,RH_LM_16_x,RH_LM_16_y,RH_LM_16_z,RH_LM_17_x,RH_LM_17_y,RH_LM_17_z,RH_LM_18_x,RH_LM_18_y,RH_LM_18_z,RH_LM_19_x,RH_LM_19_y,RH_LM_19_z,RH_LM_20_x,RH_LM_20_y,RH_LM_20_z
HUMEcnkvhJU&t=862s_hello,hello,13551,0.4934135377407074,0.22266139090061188,-0.5863388180732727,0.5101954340934753,0.18018986284732819,-0.5442228317260742,0.5245787501335144,0.182917982339859,-0.5448681116104126,0.5373747944831848,0.18459230661392212,-0.5448017716407776,0.4686037302017212,0.17630638182163239,-0.5509703159332275,0.45623835921287537,0.17772389948368073,-0.5520046353340149,0.444699764251709,0.17835769057273865,-0.552679181098938,0.5481594204902649,0.20968995988368988,-0.2876299023628235,0.42642316222190857,0.2060089111328125,-0.3185628354549408,0.5172840356826782,0.2794645428657532,-0.47920718789100647,0.4678157866001129,0.28146499395370483,-0.49358150362968445,0.6375535130500793,0.5662925243377686,-0.12878303229808807,0.33540311455726624,0.5481676459312439,-0.19286483526229858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMEcnkvhJU&t=862s_hello,hello,13552,0.4995857775211334,0.24831131100654602,-0.3958372175693512,0.5141216516494751,0.20280742645263672,-0.3487628698348999,0.5288320183753967,0.2060149759054184,-0.34927600622177124,0.5408532619476318,0.20875194668769836,-0.3490915894508362,0.4750262200832367,0.19724558293819427,-0.35065415501594543,0.4634454846382141,0.19887162744998932,-0.3517252206802368,0.4511812925338745,0.20089435577392578,-0.3523044288158417,0.5538327097892761,0.23699058592319489,-0.10784319043159485,0.4326396584510803,0.232636958360672,-0.11342228949069977,0.5218791365623474,0.3072938323020935,-0.2978501319885254,0.47486612200737,0.30818814039230347,-0.3059196174144745,0.6404159069061279,0.5897001028060913,-0.010225054807960987,0.34727686643600464,0.5659241676330566,-0.13542957603931427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMEcnkvhJU&t=862s_hello,hello,13553,0.5018417835235596,0.26187664270401,-0.3745342195034027,0.517428994178772,0.21427389979362488,-0.33213743567466736,0.5317479968070984,0.2171008586883545,-0.33268967270851135,0.5430243015289307,0.2192559689283371,-0.3325507342815399,0.47865432500839233,0.20691648125648499,-0.32833707332611084,0.4667509198188782,0.20624230802059174,-0.32918474078178406,0.4541517198085785,0.20603597164154053,-0.32978424429893494,0.5546076893806458,0.2452278435230255,-0.1015375405550003,0.4353695213794708,0.23281846940517426,-0.08125012367963791,0.5234133005142212,0.318848580121994,-0.2794070839881897,0.4780935049057007,0.31523945927619934,-0.27866876125335693,0.6409693956375122,0.5919471383094788,-0.008401338942348957,0.34060153365135193,0.5605013966560364,-0.04017680510878563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMEcnkvhJU&t=862s_hello,hello,13554,0.5013140439987183,0.26140448451042175,-0.38233402371406555,0.5175758004188538,0.21439769864082336,-0.3529450297355652,0.5318387150764465,0.21680152416229248,-0.3535350263118744,0.5435317754745483,0.21851025521755219,-0.35341671109199524,0.4786626994609833,0.20948699116706848,-0.34097737073898315,0.4665346145629883,0.2095385640859604,-0.34186771512031555,0.4542597830295563,0.20981772243976593,-0.34247082471847534,0.5561535358428955,0.24209803342819214,-0.14948497712612152,0.43648451566696167,0.23706890642642975,-0.10916522145271301,0.5238623023033142,0.3149528205394745,-0.3023735284805298,0.4782211184501648,0.3111326992511749,-0.29152631759643555,0.6428776383399963,0.5921345353126526,-0.1003565713763237,0.339399129152298,0.5567152500152588,-0.023896967992186546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMEcnkvhJU&t=862s_hello,hello,13555,0.5012258887290955,0.2614547908306122,-0.38996750116348267,0.5181818604469299,0.21576625108718872,-0.3619549870491028,0.5321134924888611,0.21779830753803253,-0.36254772543907166,0.5440002679824829,0.2191910445690155,-0.36240389943122864,0.4797375798225403,0.2110125720500946,-0.34456807374954224,0.46750375628471375,0.21157562732696533,-0.3454306721687317,0.4551023244857788,0.21202562749385834,-0.34602004289627075,0.5573180317878723,0.2415713518857956,-0.17274580895900726,0.43781188130378723,0.2392563372850418,-0.10221127420663834,0.5238727927207947,0.31608304381370544,-0.31315040588378906,0.47828730940818787,0.3112354874610901,-0.29526039958000183,0.6446996927261353,0.5972879528999329,-0.12219224870204926,0.34167754650115967,0.5570888519287109,-0.01869795471429825,0.25977960228919983,0.4532826542854309,8.69965006700113e-08,0.29226523637771606,0.43365478515625,-0.009455984458327293,0.3183763027191162,0.39640992879867554,-0.013517462648451328,0.33858808875083923,0.3593595623970032,-0.017261026427149773,0.34879815578460693,0.3269336223602295,-0.02083088457584381,0.30390506982803345,0.3059571087360382,-6.050921729183756e-05,0.30508482456207275,0.2503679096698761,-0.00631311209872365,0.3027544617652893,0.21607506275177002,-0.014016985893249512,0.30053240060806274,0.1887420117855072,-0.019809188321232796,0.28424128890037537,0.29489865899086,-0.0004446153761819005,0.28676915168762207,0.2395077645778656,-0.005748639348894358,0.28584250807762146,0.2050815224647522,-0.013701547868549824,0.28410622477531433,0.17519675195217133,-0.019719554111361504,0.2638029456138611,0.29511019587516785,-0.002452937653288245,0.26656559109687805,0.24265329539775848,-0.007502037566155195,0.2669355869293213,0.21026957035064697,-0.010983094573020935,0.2673283517360687,0.18354842066764832,-0.013644911348819733,0.24449868500232697,0.30524197220802307,-0.0056381202302873135,0.24508889019489288,0.2598234713077545,-0.009678183123469353,0.24516138434410095,0.23296993970870972,-0.009581380523741245,0.246461421251297,0.21038031578063965,-0.009010984562337399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMEcnkvhJU&t=862s_hello,hello,13556,0.5011318922042847,0.26319923996925354,-0.40128663182258606,0.5193690061569214,0.2167835533618927,-0.37010902166366577,0.5326488018035889,0.21868787705898285,-0.3706973195075989,0.5448180437088013,0.21988172829151154,-0.3705659806728363,0.48042556643486023,0.2130986452102661,-0.35449913144111633,0.46782031655311584,0.2134746015071869,-0.355355829000473,0.45566698908805847,0.2137734740972519,-0.35595184564590454,0.5582939386367798,0.2426658421754837,-0.1753859519958496,0.4384981691837311,0.2399332970380783,-0.1037464514374733,0.5244137644767761,0.31885287165641785,-0.31968262791633606,0.4783509373664856,0.3114803433418274,-0.30510467290878296,0.6459452509880066,0.5979928374290466,-0.11553621292114258,0.3455972969532013,0.5589603781700134,-0.014040036126971245,0.28053268790245056,0.36548054218292236,1.8323456174584862e-07,0.3117038607597351,0.35053563117980957,-0.01578938029706478,0.3360237181186676,0.3162093162536621,-0.022500913590192795,0.3502967059612274,0.2737882435321808,-0.027947060763835907,0.3615714907646179,0.23622697591781616,-0.033150460571050644,0.3206406235694885,0.23427492380142212,-0.010206329636275768,0.3300938606262207,0.17282967269420624,-0.020428569987416267,0.3339274227619171,0.13622793555259705,-0.02902677282691002,0.33745527267456055,0.10436942428350449,-0.03467794507741928,0.30212631821632385,0.22043830156326294,-0.009325110353529453,0.31110620498657227,0.15028302371501923,-0.018224060535430908,0.3169800639152527,0.10612065345048904,-0.026240218430757523,0.3227957785129547,0.06940978765487671,-0.03174076974391937,0.2829175889492035,0.21886809170246124,-0.010580357164144516,0.289084792137146,0.1551753133535385,-0.019611358642578125,0.294638067483902,0.11759518831968307,-0.02526807226240635,0.3000513017177582,0.08790403604507446,-0.02866775169968605,0.2628132104873657,0.22659042477607727,-0.013371741399168968,0.2660486400127411,0.17868784070014954,-0.021133875474333763,0.2698656916618347,0.15175552666187286,-0.023351186886429787,0.27376788854599,0.12986895442008972,-0.024149423465132713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMEcnkvhJU&t=862s_hello,hello,13557,0.5013201832771301,0.25924304127693176,-0.39378491044044495,0.5205833315849304,0.2125636637210846,-0.3612475097179413,0.5331587195396423,0.21447379887104034,-0.36184147000312805,0.5453749299049377,0.21562671661376953,-0.361673504114151,0.4808102548122406,0.20927713811397552,-0.3463388979434967,0.46780267357826233,0.2106015682220459,-0.34714701771736145,0.4559711515903473,0.2115343064069748,-0.34775763750076294,0.5583207011222839,0.24011866748332977,-0.1747860163450241,0.4379570782184601,0.24015656113624573,-0.1032678633928299,0.525411069393158,0.3169187009334564,-0.31610599160194397,0.4782664477825165,0.3097321391105652,-0.30016833543777466,0.646182119846344,0.5990655422210693,-0.10682585090398788,0.3495456576347351,0.5570265054702759,-0.02242041751742363,0.29097577929496765,0.3472858667373657,3.1316872650677396e-07,0.32855820655822754,0.3109091818332672,-0.009312134236097336,0.3542773723602295,0.2678719460964203,-0.011404156684875488,0.37094855308532715,0.22684553265571594,-0.014265242964029312,0.38331881165504456,0.18883833289146423,-0.016834141686558723,0.33847275376319885,0.1941404640674591,0.007947362959384918,0.3479263186454773,0.1441826969385147,0.0012729344889521599,0.3544159233570099,0.10882014036178589,-0.007545200176537037,0.36069878935813904,0.07633969187736511,-0.013695785775780678,0.3201795518398285,0.18318840861320496,0.006844282615929842,0.32823750376701355,0.128959521651268,0.0014309207908809185,0.3347500264644623,0.09267495572566986,-0.007250542286783457,0.3430752456188202,0.060786694288253784,-0.013253631070256233,0.3010447025299072,0.1811525523662567,0.0031686266884207726,0.3076710104942322,0.13009287416934967,-0.0038228421472012997,0.31337377429008484,0.093967005610466,-0.00999822374433279,0.3210172951221466,0.06357961893081665,-0.013437805697321892,0.28086012601852417,0.18924054503440857,-0.0018216222524642944,0.28707337379455566,0.14271846413612366,-0.007643962278962135,0.29066795110702515,0.1115988940000534,-0.009412573650479317,0.29603829979896545,0.08332084119319916,-0.009624861180782318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMEcnkvhJU&t=862s_hello,hello,13558,0.5025937557220459,0.2557576596736908,-0.38233229517936707,0.52110356092453,0.20933958888053894,-0.34463930130004883,0.5334950685501099,0.21137280762195587,-0.34522750973701477,0.5457724928855896,0.21247351169586182,-0.3450654149055481,0.482454776763916,0.2066027969121933,-0.3307005763053894,0.46972715854644775,0.20852436125278473,-0.3314736485481262,0.45787152647972107,0.21000182628631592,-0.3320961892604828,0.5581883788108826,0.23744243383407593,-0.14990295469760895,0.4397590756416321,0.24052123725414276,-0.07874846458435059,0.5269325375556946,0.3150103688240051,-0.3028084635734558,0.4794369041919708,0.30773672461509705,-0.28685182332992554,0.6461285352706909,0.5956739783287048,-0.10133617371320724,0.354258269071579,0.5558410882949829,-0.018221521750092506,0.30463919043540955,0.30787134170532227,2.865443775590393e-07,0.3417679965496063,0.28367334604263306,-0.008076825179159641,0.3684701919555664,0.24627408385276794,-0.010501481592655182,0.38493216037750244,0.2077157199382782,-0.013501151464879513,0.39594030380249023,0.1731504648923874,-0.016286034137010574,0.35906150937080383,0.16600826382637024,0.0024228962138295174,0.3724476993083954,0.11276218295097351,-0.005226371809840202,0.38036462664604187,0.07490485906600952,-0.013359139673411846,0.38707777857780457,0.041489794850349426,-0.018887383863329887,0.34407880902290344,0.1499623954296112,9.931522799888626e-05,0.35907039046287537,0.08880561590194702,-0.0052980100736021996,0.3691743314266205,0.04835598170757294,-0.012692348100244999,0.37883511185646057,0.013487473130226135,-0.017870420590043068,0.3269401490688324,0.14486446976661682,-0.00422294856980443,0.34077757596969604,0.0871666818857193,-0.01035979762673378,0.3509753942489624,0.04855687916278839,-0.016029031947255135,0.36045917868614197,0.0164833664894104,-0.019659148529171944,0.3064330518245697,0.1509779691696167,-0.009625383652746677,0.314047634601593,0.10654602199792862,-0.014769635163247585,0.3204443156719208,0.07695747911930084,-0.016051361337304115,0.3270321488380432,0.05151061713695526,-0.016247570514678955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMEcnkvhJU&t=862s_hello,hello,13559,0.5024005174636841,0.2541056275367737,-0.35375073552131653,0.5210812091827393,0.2071971893310547,-0.31803691387176514,0.5333868861198425,0.20885708928108215,-0.3186187148094177,0.5457093119621277,0.2096947431564331,-0.318467915058136,0.48202380537986755,0.2056531012058258,-0.3046512305736542,0.46930477023124695,0.20801648497581482,-0.3054167628288269,0.457424134016037,0.20969682931900024,-0.30605125427246094,0.5581398606300354,0.23500677943229675,-0.13639482855796814,0.43934136629104614,0.24064867198467255,-0.06705329567193985,0.5274677872657776,0.3143957555294037,-0.27912935614585876,0.4792556166648865,0.30712178349494934,-0.2635103762149811,0.6461501717567444,0.5979558825492859,-0.0972844734787941,0.35604843497276306,0.5547096133232117,-0.01731141284108162,0.31943202018737793,0.28707894682884216,1.623378125259478e-07,0.3526184856891632,0.27862924337387085,-0.0076440852135419846,0.37915003299713135,0.24663004279136658,-0.009703663177788258,0.39615461230278015,0.21264870464801788,-0.012261803261935711,0.40696924924850464,0.18104305863380432,-0.014553048647940159,0.3777793347835541,0.1610047072172165,0.0019145889673382044,0.39290738105773926,0.1090422123670578,-0.004300001077353954,0.4014928340911865,0.0797814130783081,-0.010872450657188892,0.40815940499305725,0.05433736741542816,-0.015272358432412148,0.36348477005958557,0.1435554176568985,-0.0001912338484544307,0.38030412793159485,0.08439167588949203,-0.004335200879722834,0.3903128206729889,0.050898149609565735,-0.009672874584794044,0.3987506031990051,0.024349868297576904,-0.0136466845870018,0.34705284237861633,0.1364186853170395,-0.0043624998070299625,0.3625342845916748,0.08013355731964111,-0.008669315837323666,0.3732343912124634,0.04866133630275726,-0.011965155601501465,0.38350731134414673,0.02377408742904663,-0.014472112990915775,0.32709768414497375,0.13746066391468048,-0.00975565705448389,0.3358185589313507,0.09191898256540298,-0.01308361440896988,0.34352436661720276,0.06630147993564606,-0.013040310703217983,0.35168513655662537,0.044908806681632996,-0.012884197756648064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMEcnkvhJU&t=862s_hello,hello,13560,0.5023118257522583,0.25320783257484436,-0.3510734736919403,0.5209389925003052,0.2055831253528595,-0.3113846480846405,0.5332582592964172,0.20712818205356598,-0.3119465410709381,0.5452904105186462,0.20791195333003998,-0.3117881119251251,0.481709361076355,0.205324187874794,-0.29822149872779846,0.4690084755420685,0.2083289921283722,-0.2989961504936218,0.4571019411087036,0.21062251925468445,-0.2996472418308258,0.5578294992446899,0.23380517959594727,-0.11681842058897018,0.43919312953948975,0.24236854910850525,-0.048158593475818634,0.5273005366325378,0.3134276270866394,-0.27208736538887024,0.47893083095550537,0.30702099204063416,-0.2568646967411041,0.6461001038551331,0.5964633822441101,-0.06655289977788925,0.35938388109207153,0.5542908906936646,-0.004760134499520063,0.33166012167930603,0.28324633836746216,1.5468633307591517e-07,0.3633212745189667,0.27655795216560364,-0.009181397035717964,0.39054471254348755,0.2540574371814728,-0.013006825000047684,0.40795227885246277,0.22481733560562134,-0.017056945711374283,0.41784802079200745,0.19167309999465942,-0.02074514515697956,0.389692485332489,0.17093461751937866,-0.0018328472506254911,0.40553924441337585,0.12325333058834076,-0.009943409822881222,0.4149824380874634,0.09571114927530289,-0.017357559874653816,0.42307329177856445,0.07153967767953873,-0.022103069350123405,0.37660208344459534,0.15282505750656128,-0.0035310997627675533,0.3946133255958557,0.09695293754339218,-0.009746698662638664,0.40615206956863403,0.06454367190599442,-0.015681609511375427,0.4160892963409424,0.03762006759643555,-0.019732048735022545,0.36129119992256165,0.14440445601940155,-0.007239829748868942,0.37638822197914124,0.09108158200979233,-0.013271281495690346,0.3871416747570038,0.061046794056892395,-0.016830598935484886,0.3972540497779846,0.036748334765434265,-0.019015880301594734,0.34271448850631714,0.1443251669406891,-0.012246095575392246,0.3518773019313812,0.10168717056512833,-0.017051996663212776,0.3589629530906677,0.07619203627109528,-0.01769912987947464,0.36595335602760315,0.05454667657613754,-0.017656400799751282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
